,진입 탈출로 개수,30m 이내 진입 탈출로 개수,최소 도로폭,교차로 개수,침엽수림 비율,산림기준 이격 거리,창문,산불 진화용수 거리,소방서와의 거리,담 유무,산림방향 담 유무,최대 경사도,최소 경사도,주건물 지붕특성,비산거리,불난 후 상태
1139,1,1.0,3.0,5.0,13.26,34.21,92.15,23.89,6.41,0.0,,12.0,3.0,1.0,0.0,0.0
1140,2,2.0,3.0,6.0,10.25,31.5,144.06,23.91,6.41,0.0,,4.0,3.0,1.0,0.0,0.0
1141,3,5.0,2.3,5.0,0.15,43.67,59.9,23.93,6.31,0.0,,12.0,0.0,1.0,0.0,0.0
1142,2,3.0,0.7,4.0,65.49,37.74,51.67,23.94,6.25,0.0,,33.0,21.0,1.0,0.0,0.0
1143,3,5.0,2.3,6.0,0.09,33.77,38.94,23.94,6.32,0.0,,3.0,0.0,1.0,0.0,0.0
1144,1,3.0,0.7,4.0,42.39,36.19,31.8,23.96,6.26,0.0,,37.0,30.0,1.0,0.0,0.0
1145,2,3.0,0.7,4.0,36.24,40.89,126.27,23.96,6.27,0.0,,35.0,24.0,1.0,0.0,0.0
1146,3,3.0,2.8,6.0,27.96,39.46,78.72,23.98,6.27,0.0,,32.0,15.0,1.0,0.0,0.0
1147,1,1.0,5.1,10.0,19.89,21.4,33.84,24.0,6.28,0.0,,26.0,14.0,1.0,0.0,0.0
1148,0,0.0,0.0,9.0,27.25,18.33,19.48,24.01,6.27,0.0,,30.0,23.0,1.0,0.0,0.0
1149,0,0.0,0.0,9.0,27.14,15.55,13.91,24.01,6.27,0.0,,30.0,23.0,1.0,0.0,0.0
1150,0,0.0,0.0,3.0,7.74,70.62,102.38,23.94,6.41,,,,,,0.0,0.0
1151,4,4.0,3.0,6.0,7.69,62.08,115.2,23.95,6.42,0.0,,26.0,5.0,0.0,0.0,0.0
1152,3,3.0,3.2,6.0,7.74,52.87,33.84,23.95,6.42,0.0,,34.0,10.0,1.0,0.0,0.0
1153,1,1.0,3.0,5.0,0.0,108.39,13.36,23.97,6.37,0.0,,4.0,0.0,1.0,0.0,0.0
1154,2,3.0,3.2,7.0,20.51,30.01,51.9,23.97,6.44,0.0,,37.0,16.0,1.0,0.0,0.0
1155,1,1.0,3.0,7.0,0.0,97.49,23.33,23.98,6.38,0.0,,5.0,2.0,1.0,0.0,0.0
1156,4,4.0,3.0,8.0,24.39,36.35,35.19,23.98,6.43,0.0,,36.0,7.0,1.0,0.0,0.0
1157,1,1.0,3.0,8.0,0.0,95.2,58.97,23.98,6.38,0.0,,5.0,4.0,1.0,0.0,0.0
1158,0,0.0,0.0,3.0,0.0,110.26,106.7,24.0,6.34,,,,,,0.0,0.0
1159,1,1.0,3.0,8.0,0.61,86.49,56.25,23.99,6.38,0.0,,4.0,4.0,1.0,0.0,0.0
1160,2,2.0,3.0,8.0,2.23,81.73,67.54,23.99,6.39,0.0,,4.0,4.0,1.0,0.0,0.0
1161,4,4.0,3.0,9.0,21.05,33.39,22.18,23.99,6.43,,,,,,0.0,0.0
1162,5,6.0,3.0,10.0,18.07,31.1,29.15,23.99,6.44,0.0,,30.0,11.0,1.0,0.0,0.0
1163,4,4.0,3.0,8.0,0.0,79.91,30.33,24.01,6.38,0.0,,5.0,4.0,1.0,0.0,0.0
1164,2,2.0,4.5,8.0,0.0,75.95,58.03,24.02,6.37,0.0,,5.0,4.0,1.0,0.0,0.0
1165,3,3.0,3.0,8.0,0.02,66.72,51.61,24.02,6.38,0.0,,5.0,4.0,1.0,0.0,0.0
1166,0,0.0,0.0,0.0,3.02,24.0,92.1,24.18,6.38,0.0,,6.0,1.0,1.0,0.0,0.0
1167,0,0.0,0.0,0.0,4.87,19.06,82.8,24.18,6.38,0.0,,7.0,0.0,1.0,0.0,0.0
1168,0,0.0,0.0,0.0,6.42,12.12,29.1,24.19,6.38,0.0,,7.0,0.0,1.0,0.0,0.0
1169,0,0.0,0.0,1.0,5.99,20.59,33.87,24.22,6.39,0.0,,0.0,0.0,1.0,0.0,0.0
1170,0,0.0,0.0,0.0,12.22,0.09,34.06,24.23,6.35,0.0,,9.0,6.0,1.0,1.0,2.0
1171,0,0.0,0.0,0.0,11.8,0.0,35.77,24.24,6.36,0.0,,10.0,3.0,1.0,1.0,0.0
1172,0,0.0,0.0,0.0,0.79,0.09,354.72,24.34,6.34,0.0,,28.0,24.0,1.0,0.0,0.0
1173,0,0.0,0.0,1.0,1.46,0.0,25.0,24.35,6.32,,,,,,1.0,0.0
1174,0,0.0,0.0,4.0,0.99,36.08,90.72,24.37,6.3,0.0,,2.0,0.0,0.0,0.0,0.0
1175,0,0.0,0.0,3.0,1.05,15.32,321.55,24.37,6.31,0.0,,5.0,1.0,1.0,0.0,0.0
1176,0,0.0,0.0,3.0,0.98,18.52,160.88,24.37,6.3,0.0,,5.0,0.0,1.0,0.0,0.0
1177,0,0.0,0.0,3.0,0.91,17.0,158.7,24.38,6.29,0.0,,6.0,0.0,1.0,0.0,0.0
1178,0,0.0,0.0,6.0,1.04,47.29,194.8,24.39,6.28,0.0,,0.0,0.0,1.0,0.0,0.0
1179,0,0.0,0.0,1.0,15.3,0.69,48.43,24.34,6.33,0.0,,5.0,4.0,1.0,1.0,0.0
1180,0,0.0,0.0,2.0,18.66,7.58,27.75,24.35,6.33,0.0,,5.0,4.0,1.0,0.0,0.0
1181,0,0.0,0.0,1.0,12.7,0.09,18.53,24.36,6.32,0.0,,5.0,4.0,1.0,1.0,0.0
1182,0,0.0,0.0,2.0,12.25,0.06,30.1,24.36,6.31,0.0,,5.0,1.0,1.0,1.0,0.0
1183,0,0.0,0.0,2.0,14.99,2.17,15.87,24.36,6.31,0.0,,5.0,3.0,1.0,1.0,0.0
1184,0,0.0,0.0,4.0,20.65,14.49,21.54,24.36,6.32,0.0,,5.0,4.0,1.0,1.0,0.0
1185,0,0.0,0.0,2.0,8.92,0.06,14.6,24.37,6.3,0.0,,4.0,0.0,1.0,0.0,2.0
1186,0,0.0,0.0,2.0,8.11,0.09,28.73,24.38,6.29,0.0,,1.0,0.0,1.0,1.0,2.0
1187,0,0.0,0.0,2.0,14.11,0.09,50.1,24.38,6.3,0.0,,5.0,0.0,1.0,0.0,0.0
1188,0,0.0,0.0,2.0,9.13,0.0,103.91,24.39,6.29,0.0,,0.0,0.0,1.0,0.0,1.0
1189,0,0.0,0.0,5.0,21.74,8.24,111.5,24.4,6.28,,,,,,1.0,0.0
1190,1,2.0,3.1,6.0,30.34,9.09,27.91,24.42,6.26,0.0,,7.0,0.0,1.0,0.0,0.0
1191,2,3.0,2.1,1.0,57.28,1.94,17.5,24.72,5.96,0.0,,0.0,0.0,1.0,1.0,0.0
1192,3,3.0,2.1,1.0,57.79,3.72,53.52,24.73,5.95,0.0,,0.0,0.0,0.0,0.0,0.0
1193,3,3.0,2.1,1.0,56.27,2.56,15.62,24.73,5.95,0.0,,0.0,0.0,1.0,1.0,0.0
1194,3,3.0,2.1,1.0,55.98,3.95,19.87,24.74,5.94,0.0,,0.0,0.0,1.0,1.0,0.0
1195,2,3.0,2.1,1.0,67.1,21.77,25.83,24.74,5.94,0.0,,0.0,0.0,1.0,0.0,0.0
1196,2,3.0,2.1,1.0,66.28,19.81,8.76,24.75,5.93,0.0,,0.0,0.0,1.0,1.0,0.0
1197,2,3.0,2.1,1.0,71.06,24.06,7.26,24.75,5.93,0.0,,0.0,0.0,1.0,0.0,0.0
1198,1,1.0,2.1,1.0,53.59,3.24,40.39,24.76,5.92,0.0,,0.0,0.0,0.0,0.0,0.0
1199,1,1.0,2.1,1.0,48.7,0.0,6.97,24.77,5.91,0.0,,0.0,0.0,1.0,0.0,0.0
1200,2,2.0,2.1,1.0,47.23,0.06,17.11,24.77,5.91,0.0,,0.0,0.0,1.0,0.0,0.0
1201,2,2.0,2.1,1.0,50.78,0.0,30.07,24.79,5.9,0.0,,0.0,0.0,1.0,0.0,0.0
1202,0,0.0,0.0,0.0,62.68,0.06,6.65,24.81,5.88,0.0,,0.0,0.0,1.0,1.0,0.0
1203,0,0.0,0.0,0.0,66.58,0.0,7.49,24.82,5.87,0.0,,0.0,0.0,1.0,0.0,2.0
1204,1,1.0,2.3,1.0,18.91,62.47,9.82,24.72,5.97,0.0,,0.0,0.0,1.0,0.0,0.0
1205,1,1.0,2.3,1.0,16.76,65.62,48.43,24.72,5.97,0.0,,0.0,0.0,1.0,0.0,0.0
1206,0,0.0,0.0,3.0,22.97,47.35,88.13,24.76,5.93,0.0,,0.0,0.0,1.0,0.0,0.0
1207,0,0.0,0.0,2.0,58.53,8.11,9.22,24.77,5.92,0.0,,0.0,0.0,1.0,1.0,0.0
1208,0,0.0,0.0,2.0,58.85,3.8,66.59,24.78,5.91,0.0,,0.0,0.0,1.0,1.0,0.0
1209,화성 2리 마을회관,,,,,,,,,,,,,,,
1210,2,4.0,2.3,5.0,34.79,2.0,54.29,26.8,3.86,0.0,,12.0,0.0,1.0,0.0,0.0
1211,3,3.0,2.3,5.0,36.12,0.06,19.01,26.81,3.85,0.0,,13.0,5.0,1.0,1.0,0.0
1212,2,2.0,2.9,3.0,43.08,0.06,12.44,26.82,3.83,0.0,,18.0,8.0,1.0,1.0,0.0
1213,2,2.0,2.9,5.0,44.74,0.09,72.36,26.84,3.82,0.0,,13.0,9.0,1.0,1.0,0.0
1214,0,0.0,0.0,2.0,50.81,0.06,37.79,26.86,3.8,0.0,,15.0,4.0,1.0,1.0,0.0
1215,0,0.0,0.0,1.0,16.07,0.09,55.22,26.8,3.85,0.0,,15.0,9.0,1.0,1.0,0.0
1216,0,0.0,0.0,3.0,12.56,3.76,43.34,26.8,3.86,0.0,,17.0,11.0,1.0,1.0,0.0
1217,0,0.0,0.0,3.0,11.34,11.29,28.51,26.8,3.86,0.0,,16.0,10.0,1.0,1.0,0.0
1218,0,0.0,0.0,0.0,16.26,0.09,41.86,26.81,3.84,0.0,,13.0,9.0,1.0,0.0,0.0
1219,0,0.0,0.0,1.0,16.75,0.09,22.77,26.81,3.84,0.0,,15.0,8.0,1.0,0.0,0.0
1220,2,2.0,2.1,4.0,11.56,9.0,26.57,26.83,3.82,0.0,,13.0,4.0,1.0,1.0,0.0
1221,1,1.0,2.1,4.0,14.65,11.4,72.58,26.85,3.81,0.0,,13.0,8.0,1.0,0.0,0.0
1222,홍성 남당리,,,,,,,,,,,,,,,
1223,1,1.0,5.1,0.0,15.64,96.48,27.36,11.25,9.57,0.0,,9.0,0.0,0.0,0.0,0.0
1224,0,0.0,0.0,1.0,30.28,84.87,245.79,11.3,9.57,0.0,,10.0,7.0,1.0,0.0,0.0
1225,0,0.0,0.0,2.0,36.69,95.42,50.69,11.3,9.58,0.0,,10.0,1.0,1.0,0.0,0.0
1226,0,0.0,0.0,3.0,41.88,93.13,57.63,11.31,9.58,0.0,,10.0,0.0,1.0,0.0,0.0
1227,1,1.0,4.0,0.0,0.0,53.89,35.48,11.29,9.54,0.0,,7.0,0.0,1.0,0.0,0.0
1228,1,1.0,4.0,1.0,1.96,62.0,31.19,11.31,9.55,0.0,,7.0,6.0,1.0,0.0,0.0
1229,1,1.0,4.0,4.0,16.0,67.73,31.25,11.31,9.55,0.0,,7.0,5.0,1.0,0.0,0.0
1230,1,1.0,4.0,6.0,35.16,56.3,106.37,11.33,9.54,0.0,,6.0,5.0,1.0,0.0,0.0
1231,1,1.0,2.1,3.0,73.44,66.58,95.56,11.27,9.54,0.0,,3.0,0.0,0.0,0.0,0.0
1232,1,1.0,2.1,3.0,74.03,56.77,47.58,11.28,9.54,0.0,,7.0,0.0,0.0,1.0,0.0
1233,1,1.0,2.1,3.0,77.08,50.04,23.01,11.29,9.55,0.0,,9.0,0.0,1.0,0.0,0.0
1234,3,4.0,2.1,3.0,87.86,39.36,23.62,11.3,9.53,0.0,,7.0,0.0,1.0,0.0,0.0
1235,3,3.0,2.1,3.0,91.18,37.41,73.53,11.3,9.52,0.0,,3.0,0.0,1.0,0.0,0.0
1236,3,4.0,2.1,5.0,84.11,22.38,21.67,11.32,9.55,0.0,,7.0,5.0,1.0,0.0,0.0
1237,2,2.0,2.3,6.0,93.33,0.98,131.79,11.34,9.52,0.0,,6.0,6.0,1.0,0.0,0.0
1238,1,3.0,2.2,4.0,0.41,27.41,26.71,11.34,9.62,0.0,,14.0,0.0,1.0,0.0,0.0
1239,1,4.0,2.2,4.0,0.41,33.6,52.88,11.34,9.61,0.0,,12.0,0.0,1.0,0.0,0.0
1240,2,4.0,2.2,4.0,0.44,32.15,40.78,11.35,9.6,0.0,,10.0,0.0,1.0,1.0,0.0
1241,3,3.0,2.2,4.0,0.44,24.44,186.44,11.35,9.59,0.0,,9.0,0.0,1.0,0.0,0.0
1242,2,4.0,2.4,4.0,2.82,59.39,120.64,11.39,9.6,0.0,,10.0,1.0,1.0,1.0,0.0
1243,2,5.0,2.4,4.0,4.82,83.2,146.88,11.41,9.62,0.0,,14.0,0.0,1.0,1.0,0.0
1244,2,5.0,2.4,5.0,5.11,84.92,137.13,11.41,9.62,0.0,,14.0,0.0,1.0,,0.0
1245,2,2.0,2.4,4.0,4.15,50.4,278.09,11.4,9.58,0.0,,9.0,6.0,0.0,1.0,0.0
1246,1,1.0,4.5,1.0,74.74,21.78,47.81,11.39,9.49,0.0,,3.0,0.0,0.0,1.0,0.0
1247,1,1.0,2.6,2.0,0.12,60.87,36.66,10.51,9.38,0.0,,7.0,0.0,0.0,0.0,0.0
1248,2,2.0,2.6,2.0,0.1,42.59,55.76,10.52,9.37,0.0,,9.0,0.0,1.0,0.0,0.0
1249,2,2.0,2.6,2.0,0.06,53.92,167.67,10.54,9.39,0.0,,18.0,9.0,0.0,0.0,0.0
1250,1,1.0,2.6,2.0,0.23,30.36,72.81,10.53,9.33,0.0,,0.0,0.0,1.0,0.0,0.0
1251,2,2.0,2.6,2.0,0.14,22.59,88.44,10.54,9.34,0.0,,7.0,0.0,1.0,0.0,0.0
1252,3,3.0,2.5,3.0,0.05,30.71,65.52,10.58,9.37,0.0,,6.0,0.0,1.0,1.0,0.0
1253,1,1.0,2.5,3.0,0.05,37.37,334.28,10.58,9.37,0.0,,9.0,0.0,1.0,0.0,0.0
1254,2,2.0,2.6,2.0,0.14,9.16,9.0,10.55,9.33,0.0,,7.0,0.0,1.0,0.0,0.0
1255,3,4.0,2.5,3.0,0.07,16.23,40.22,10.57,9.36,0.0,,6.0,2.0,1.0,0.0,0.0
1256,3,4.0,2.5,3.0,0.06,19.73,92.16,10.58,9.36,0.0,,6.0,1.0,1.0,0.0,0.0
1257,0,0.0,0.0,5.0,0.05,43.03,18.43,10.59,9.37,0.0,,6.0,3.0,1.0,0.0,0.0
1258,3,4.0,2.5,5.0,0.07,17.19,71.4,10.59,9.35,0.0,,5.0,3.0,1.0,1.0,0.0
1259,3,4.0,2.2,8.0,26.97,31.25,334.89,10.59,9.46,0.0,,6.0,0.0,1.0,0.0,0.0
1260,3,4.0,2.2,8.0,24.21,31.25,38.81,10.6,9.45,0.0,,6.0,0.0,1.0,0.0,0.0
1261,1,1.0,2.5,7.0,34.5,31.25,348.16,10.59,9.37,0.0,,6.0,4.0,1.0,0.0,0.0
1262,0,0.0,0.0,2.0,82.0,31.25,299.64,10.57,9.32,0.0,,5.0,4.0,1.0,0.0,0.0
1263,0,0.0,0.0,1.0,95.26,31.25,33.78,10.58,9.31,0.0,,5.0,4.0,1.0,0.0,0.0
1264,0,0.0,0.0,1.0,95.52,31.25,401.24,10.58,9.3,0.0,,5.0,2.0,1.0,0.0,0.0
1265,1,1.0,3.8,2.0,0.0,31.25,97.44,10.72,9.28,0.0,,5.0,4.0,1.0,0.0,0.0
1266,0,0.0,0.0,1.0,0.0,0.06,9.07,11.79,8.09,0.0,,29.0,23.0,1.0,0.0,0.0
1267,0,0.0,0.0,1.0,0.0,16.0,12.44,11.85,8.1,0.0,,25.0,20.0,1.0,0.0,2.0
1268,0,0.0,0.0,1.0,0.0,14.43,9.5,11.85,8.1,0.0,,25.0,20.0,1.0,0.0,2.0
1269,0,0.0,0.0,1.0,0.0,26.14,11.59,11.86,8.1,0.0,,25.0,8.0,1.0,0.0,0.0
1270,2,2.0,0.8,1.0,0.0,0.06,21.34,10.65,9.01,0.0,,16.0,13.0,1.0,0.0,2.0
1271,0,0.0,0.0,1.0,10.99,31.25,52.14,12.36,7.9,0.0,,13.0,8.0,1.0,0.0,0.0
1272,0,0.0,0.0,2.0,9.98,31.25,24.36,12.37,7.89,0.0,,8.0,5.0,0.0,0.0,0.0
1273,0,0.0,0.0,2.0,9.98,31.25,24.36,12.37,7.89,0.0,,7.0,5.0,1.0,0.0,0.0
1274,0,0.0,0.0,1.0,19.11,31.25,17.74,12.4,7.93,0.0,,6.0,5.0,1.0,0.0,0.0
1275,0,0.0,0.0,0.0,24.88,31.25,66.53,12.4,7.94,0.0,,7.0,5.0,1.0,0.0,0.0
1276,0,0.0,0.0,0.0,48.36,31.25,13.31,12.41,7.96,0.0,,14.0,5.0,1.0,0.0,0.0
1277,0,0.0,0.0,2.0,9.26,31.25,37.07,12.37,7.87,0.0,,8.0,6.0,1.0,0.0,0.0
1278,0,0.0,0.0,2.0,15.04,31.25,14.69,12.4,7.93,0.0,,6.0,5.0,1.0,0.0,0.0
1279,0,0.0,0.0,1.0,19.11,31.25,17.74,12.4,7.93,0.0,,6.0,5.0,1.0,0.0,0.0
1280,0,0.0,0.0,1.0,42.07,31.25,100.4,12.41,7.94,0.0,,5.0,5.0,1.0,0.0,0.0
1281,0,0.0,0.0,0.0,43.67,31.25,21.05,12.41,7.95,0.0,,6.0,5.0,1.0,0.0,0.0
1282,0,0.0,0.0,3.0,9.25,31.25,30.7,12.38,7.87,0.0,,13.0,6.0,0.0,0.0,0.0
1283,0,0.0,0.0,3.0,9.25,31.25,70.5,12.39,7.89,0.0,,19.0,4.0,1.0,0.0,0.0
1284,0,0.0,0.0,3.0,9.25,31.25,89.28,12.39,7.88,0.0,,19.0,4.0,1.0,0.0,0.0
1285,0,0.0,0.0,3.0,15.19,31.25,30.11,12.41,7.92,0.0,,5.0,5.0,1.0,0.0,0.0
1286,0,0.0,0.0,4.0,28.01,31.25,34.24,12.42,7.92,0.0,,5.0,5.0,1.0,0.0,0.0
1287,0,0.0,0.0,4.0,31.82,31.25,19.2,12.42,7.92,0.0,,5.0,5.0,1.0,0.0,0.0
1288,0,0.0,0.0,2.0,38.8,31.25,47.95,12.42,7.93,0.0,,6.0,5.0,1.0,0.0,0.0
1289,1,1.0,0.8,3.0,11.75,31.25,56.16,12.41,7.9,0.0,,5.0,0.0,1.0,0.0,0.0
1290,0,0.0,0.0,4.0,83.32,31.25,57.25,12.45,7.94,0.0,,10.0,7.0,1.0,,0.0
1291,1,1.0,0.8,3.0,16.72,31.25,21.34,12.43,7.9,0.0,,5.0,0.0,1.0,0.0,0.0
1292,2,4.0,0.8,3.0,16.06,31.25,178.85,12.42,7.87,0.0,,4.0,4.0,1.0,0.0,0.0
1293,2,5.0,0.8,3.0,14.31,31.25,32.8,12.42,7.86,0.0,,4.0,4.0,1.0,0.0,0.0
1294,3,5.0,0.8,3.0,19.24,31.25,42.77,12.43,7.86,0.0,,4.0,4.0,0.0,0.0,0.0
1295,2,2.0,2.7,2.0,3.65,59.75,56.76,12.29,7.93,0.0,,16.0,13.0,1.0,1.0,0.0
1296,1,1.0,2.7,2.0,3.28,68.14,41.21,12.3,7.91,0.0,,13.0,10.0,0.0,0.0,0.0
1297,2,2.0,2.7,2.0,3.37,61.18,22.03,12.3,7.92,0.0,,15.0,11.0,1.0,0.0,0.0
1298,2,3.0,2.2,2.0,3.19,75.45,53.91,12.3,7.9,0.0,,12.0,10.0,1.0,0.0,0.0
1299,1,1.0,3.0,3.0,39.65,31.25,35.14,11.26,9.59,0.0,,14.0,0.0,1.0,0.0,0.0
1300,2,1.0,3.0,4.0,34.21,31.25,31.82,11.27,9.59,0.0,,14.0,0.0,1.0,0.0,0.0
1301,2,2.0,3.0,4.0,28.48,31.25,16.13,11.28,9.59,0.0,,16.0,3.0,1.0,0.0,0.0
1302,1,2.0,3.0,4.0,30.85,31.25,45.36,11.28,9.58,0.0,,13.0,0.0,1.0,0.0,0.0
1303,2,2.0,2.4,3.0,75.31,31.25,23.59,11.28,9.56,0.0,,9.0,0.0,1.0,0.0,0.0
1304,2,2.0,2.4,3.0,87.75,31.25,54.99,11.29,9.55,0.0,,9.0,0.0,1.0,0.0,0.0
1305,2,2.0,2.4,3.0,79.37,31.25,11.28,11.29,9.55,0.0,,9.0,2.0,1.0,0.0,0.0
1306,2,2.0,2.4,3.0,84.94,31.25,74.64,11.3,9.54,0.0,,8.0,0.0,1.0,0.0,0.0
1307,2,2.0,2.4,3.0,68.94,31.25,112.35,11.3,9.55,0.0,,8.0,7.0,1.0,0.0,0.0
1308,2,2.0,2.4,3.0,54.11,31.25,42.6,11.31,9.56,0.0,,8.0,6.0,1.0,0.0,0.0
1309,1,1.0,2.4,3.0,88.18,31.25,52.66,11.3,9.53,0.0,,7.0,0.0,1.0,0.0,0.0
1310,2,2.0,2.4,3.0,62.96,31.25,11.29,11.31,9.55,0.0,,7.0,5.0,1.0,0.0,0.0
1311,2,2.0,2.4,4.0,52.02,31.25,34.06,11.32,9.56,0.0,,7.0,4.0,1.0,0.0,0.0
1312,1,1.0,2.4,4.0,67.67,31.25,19.83,11.32,9.54,0.0,,7.0,5.0,1.0,0.0,0.0
1313,1,1.0,2.4,4.0,64.81,31.25,12.25,11.33,9.54,0.0,,7.0,5.0,1.0,0.0,0.0
1314,1,1.0,2.4,4.0,68.17,31.25,70.33,11.33,9.55,0.0,,6.0,5.0,0.0,0.0,0.0
1315,3,3.0,2.2,5.0,32.2,31.25,31.84,11.35,9.58,0.0,,6.0,5.0,1.0,0.0,0.0
1316,2,2.0,2.2,6.0,36.92,31.25,25.46,11.36,9.58,0.0,,6.0,5.0,1.0,0.0,0.0
1317,1,1.0,2.4,3.0,57.14,31.25,45.35,11.33,9.53,0.0,,6.0,5.0,1.0,0.0,0.0
1318,1,1.0,2.4,3.0,73.74,31.25,18.75,11.35,9.54,0.0,,6.0,5.0,1.0,0.0,0.0
1319,2,2.0,2.4,3.0,60.45,31.25,33.7,11.35,9.53,0.0,,6.0,5.0,1.0,0.0,0.0
1320,2,2.0,2.4,3.0,70.74,31.25,27.52,11.35,9.54,0.0,,6.0,6.0,1.0,0.0,0.0
1321,0,0.0,0.0,2.0,88.26,31.25,45.14,11.25,9.99,0.0,,2.0,2.0,1.0,0.0,0.0
1322,0,0.0,0.0,2.0,88.26,31.25,34.44,11.25,9.99,0.0,,2.0,2.0,1.0,0.0,0.0
1323,0,0.0,0.0,2.0,88.26,31.25,32.2,11.25,9.99,0.0,,2.0,2.0,1.0,0.0,0.0
1324,0,0.0,0.0,2.0,88.26,31.25,55.22,11.26,9.98,0.0,,2.0,2.0,1.0,0.0,0.0
1325,1,1.0,4.4,2.0,78.04,31.25,43.75,11.31,9.93,0.0,,2.0,2.0,1.0,0.0,0.0
1326,2,2.0,4.4,3.0,78.04,31.25,47.0,11.33,9.92,0.0,,2.0,2.0,1.0,0.0,0.0
1327,1,1.0,4.4,3.0,78.04,31.25,7.11,11.3,9.94,0.0,,2.0,2.0,1.0,0.0,0.0
1328,1,1.0,4.4,3.0,78.04,31.25,57.02,11.31,9.93,0.0,,3.0,2.0,0.0,0.0,0.0
1329,2,2.0,4.4,1.0,78.04,31.25,52.42,11.35,9.89,0.0,,2.0,0.0,0.0,0.0,0.0
1330,2,2.0,4.4,2.0,78.04,31.25,34.1,11.34,9.9,0.0,,3.0,0.0,1.0,0.0,0.0
1331,1,0.0,0.0,3.0,78.04,31.25,9.19,11.35,9.89,0.0,,3.0,2.0,0.0,0.0,0.0
1332,3,4.0,1.6,6.0,98.86,31.25,47.61,11.39,9.71,0.0,,0.0,0.0,1.0,0.0,0.0
1333,0,0.0,0.0,1.0,0.08,209.24,11.28,11.32,8.95,0.0,,33.0,22.0,1.0,0.0,0.0
1334,1,1.0,2.6,1.0,8.11,22.82,53.58,10.51,8.54,0.0,,0.0,0.0,1.0,0.0,0.0
1335,0,0.0,0.0,0.0,8.06,13.87,12.44,10.55,8.45,0.0,,9.0,5.0,1.0,0.0,0.0
1336,0,0.0,0.0,1.0,3.21,0.06,20.56,10.6,8.5,0.0,,33.0,0.0,1.0,0.0,2.0
1337,0,0.0,0.0,1.0,3.06,0.0,63.94,10.61,8.5,0.0,,0.0,0.0,1.0,0.0,0.0
1338,0,0.0,0.0,1.0,5.5,0.09,21.67,10.58,8.45,0.0,,25.0,6.0,0.0,1.0,0.0
1339,1,3.0,2.7,5.0,0.73,1.56,132.51,10.88,9.16,0.0,,5.0,4.0,1.0,0.0,0.0
1340,1,2.0,1.8,2.0,2.76,25.94,283.45,10.95,9.24,0.0,,4.0,0.0,1.0,0.0,0.0
1341,2,2.0,2.8,6.0,7.7,16.93,157.65,11.61,8.53,0.0,,14.0,1.0,1.0,0.0,0.0
1342,2,2.0,2.8,6.0,10.63,18.2,20.74,11.61,8.55,0.0,,12.0,1.0,1.0,0.0,0.0
1343,3,3.0,2.8,13.0,33.63,32.99,115.26,11.64,8.57,0.0,,11.0,9.0,1.0,0.0,0.0
1344,3,3.0,2.1,4.0,4.49,10.62,186.62,11.62,8.51,0.0,,17.0,9.0,1.0,0.0,2.0
1345,2,5.0,1.7,19.0,5.26,135.45,49.1,11.41,9.82,0.0,,0.0,0.0,1.0,0.0,0.0
1346,6,7.0,1.4,15.0,88.01,96.4,272.49,11.45,9.78,0.0,,0.0,0.0,1.0,0.0,0.0
1347,4,4.0,1.4,15.0,18.81,75.78,174.1,11.48,9.74,0.0,,0.0,0.0,1.0,0.0,0.0
1348,3,3.0,2.7,12.0,8.38,57.65,216.12,11.51,9.72,0.0,,0.0,0.0,0.0,0.0,0.0
1349,1,1.0,2.7,2.0,6.17,4.06,101.97,11.56,8.81,0.0,,16.0,11.0,1.0,0.0,0.0
1350,2,3.0,1.6,4.0,0.68,78.49,321.84,11.6,8.71,0.0,,23.0,8.0,1.0,0.0,0.0
1351,3,5.0,1.5,5.0,3.03,7.93,120.53,10.92,8.71,0.0,,0.0,0.0,1.0,1.0,0.0
1352,2,3.0,1.5,5.0,3.69,18.69,137.64,10.93,8.69,0.0,,0.0,0.0,1.0,0.0,0.0
1353,3,5.0,2.6,4.0,3.03,10.37,102.79,11.57,9.45,0.0,,5.0,5.0,1.0,0.0,0.0
1354,2,3.0,1.6,2.0,14.88,27.71,391.98,10.6,9.13,0.0,,2.0,2.0,0.0,0.0,0.0
1355,2,3.0,1.6,2.0,11.17,8.22,260.93,10.62,9.13,0.0,,3.0,2.0,1.0,0.0,0.0